epoch,loss,out0_acc,out0_loss,out1_acc,out1_loss,out2_acc,out2_loss,out3_acc,out3_loss,val_loss,val_out0_acc,val_out0_loss,val_out1_acc,val_out1_loss,val_out2_acc,val_out2_loss,val_out3_acc,val_out3_loss
0,9.853741645812988,0.5847510695457458,1.8715825080871582,0.28806447982788086,2.8719544410705566,0.29268938302993774,2.829883575439453,0.42430049180984497,2.2803232669830322,35.06278991699219,0.01524420827627182,8.05508041381836,0.013438972644507885,6.164690017700195,0.017751479521393776,6.1575927734375,0.016848862171173096,14.685419082641602
1,2.218546152114868,0.8031779527664185,1.0612069368362427,0.8738396763801575,0.4705796539783478,0.8905553221702576,0.4279499351978302,0.9334015846252441,0.25880885124206543,16.083873748779297,0.1498345136642456,14.415184020996094,0.7941029071807861,0.7389599084854126,0.8307090401649475,0.6334294676780701,0.91505366563797,0.2963113784790039
2,0.8917203545570374,0.9200555086135864,0.3627972900867462,0.942453145980835,0.214325413107872,0.9498530030250549,0.18392261862754822,0.9646195769309998,0.13067476451396942,4.287581443786621,0.4636445641517639,2.9965085983276367,0.8386320471763611,0.5487082004547119,0.8801524639129639,0.44833385944366455,0.9198676347732544,0.294031023979187
3,0.49209925532341003,0.9600937962532043,0.17766273021697998,0.9646856784820557,0.12058746814727783,0.9663374423980713,0.11454255133867264,0.9769746661186218,0.07930668443441391,2.7006356716156006,0.5785778760910034,1.9956128597259521,0.9110420346260071,0.3115343749523163,0.9355129599571228,0.23485995829105377,0.9573764204978943,0.15862786769866943
4,0.31224095821380615,0.974794328212738,0.1107153668999672,0.9779987335205078,0.07404123246669769,0.9779657125473022,0.07354497909545898,0.9842754006385803,0.053939320147037506,4.46006965637207,0.5433757901191711,2.4148707389831543,0.7805636525154114,0.8855539560317993,0.8669140338897705,0.5522648692131042,0.8655099868774414,0.6073822975158691
5,0.23307128250598907,0.9792870879173279,0.08838020265102386,0.9850682020187378,0.05031237006187439,0.9836477041244507,0.05105360224843025,0.9872154593467712,0.043325118720531464,2.40752911567688,0.6947146654129028,1.4431416988372803,0.8964998722076416,0.39126235246658325,0.9112426042556763,0.34054869413375854,0.941329836845398,0.2325761616230011
6,0.14148163795471191,0.9871494174003601,0.05321623757481575,0.99131178855896,0.03064480610191822,0.9896931052207947,0.03302370011806488,0.9926662445068359,0.024596896022558212,1.2036731243133545,0.8266974091529846,0.7977054715156555,0.9586801528930664,0.16010959446430206,0.9620900750160217,0.15109001100063324,0.9773342609405518,0.09476764500141144
7,0.09081424027681351,0.9920055270195007,0.03138941526412964,0.9946483373641968,0.020358484238386154,0.9942188858985901,0.01988079585134983,0.9941858649253845,0.019185492768883705,1.1852682828903198,0.8278006315231323,0.8183704614639282,0.9634941220283508,0.1364983171224594,0.9661017060279846,0.14475412666797638,0.979039192199707,0.08564528077840805
8,0.06841308623552322,0.995110809803009,0.02233988419175148,0.9961679577827454,0.014591176062822342,0.9946153163909912,0.017077039927244186,0.9955733418464661,0.014404968358576298,0.8951805233955383,0.870524525642395,0.48662611842155457,0.9622906446456909,0.15395410358905792,0.958279013633728,0.1691155880689621,0.9796409606933594,0.08548483997583389
9,0.05512676388025284,0.9960358142852783,0.016894912347197533,0.9966634511947632,0.012546894140541553,0.9955072402954102,0.015185161493718624,0.9973241686820984,0.010499782860279083,0.7804911136627197,0.8791495561599731,0.45753100514411926,0.972119152545929,0.1267217993736267,0.9702135920524597,0.12715820968151093,0.9848560690879822,0.06908049434423447
10,0.04161353036761284,0.996465265750885,0.015424100682139397,0.997621476650238,0.009077469818294048,0.9973902702331543,0.01012109499424696,0.9981830716133118,0.0069908625446259975,0.7075666189193726,0.899709165096283,0.380128413438797,0.9673051834106445,0.12982086837291718,0.9707150459289551,0.12720054388046265,0.9837529063224792,0.07041660696268082
11,0.03317825123667717,0.9975884556770325,0.011670163832604885,0.9985464811325073,0.006200044881552458,0.9975884556770325,0.008162496611475945,0.9984473586082458,0.007145558018237352,0.7203143239021301,0.9264867901802063,0.39354604482650757,0.9719185829162598,0.12854109704494476,0.973723828792572,0.12192056328058243,0.9831511378288269,0.07630652189254761
12,0.03294976428151131,0.9982160925865173,0.009842565283179283,0.9983813166618347,0.006928458344191313,0.9974232912063599,0.00873827375471592,0.9982491731643677,0.0074404566548764706,0.6714913249015808,0.9288938045501709,0.3358997404575348,0.9685086607933044,0.14041392505168915,0.9722194075584412,0.11950542777776718,0.9840537309646606,0.07567232102155685
13,0.01742643676698208,0.9986786246299744,0.006665737833827734,0.999108076095581,0.003970602061599493,0.9992402195930481,0.004280379507690668,0.9995044469833374,0.0025097127072513103,0.5408641695976257,0.9508574604988098,0.2771115303039551,0.9751278758049011,0.10985640436410904,0.9798415303230286,0.09372423589229584,0.9878647923469543,0.060172080993652344
14,0.01812526397407055,0.9988107681274414,0.006118603982031345,0.9992071390151978,0.003376858774572611,0.9990089535713196,0.0038236340042203665,0.9986786246299744,0.004806157201528549,0.5808210372924805,0.9516597986221313,0.3040125072002411,0.9734229445457458,0.11971358954906464,0.9772340059280396,0.09760064631700516,0.9869621992111206,0.059494201093912125
15,0.012917551212012768,0.9991741180419922,0.004303366877138615,0.9994714260101318,0.0028832154348492622,0.9996696710586548,0.0023958729580044746,0.9993392825126648,0.0033350959420204163,0.5521476864814758,0.9706147909164429,0.2794472575187683,0.9747267365455627,0.11660674959421158,0.9778357148170471,0.10095015168190002,0.9887674450874329,0.05514342337846756
16,0.01099535170942545,0.9995705485343933,0.0026367942336946726,0.9995044469833374,0.0023044473491609097,0.9993723630905151,0.002852765377610922,0.9992071390151978,0.0032013391610234976,0.38577795028686523,0.9708153605461121,0.13567407429218292,0.9784374833106995,0.10181641578674316,0.9780362844467163,0.09478629380464554,0.9891685843467712,0.05350107699632645
17,0.008351683616638184,0.9997026920318604,0.001810259884223342,0.9996696710586548,0.0017410521395504475,0.9995375275611877,0.0021790144965052605,0.9992402195930481,0.002621360821649432,0.41316884756088257,0.9674054980278015,0.1547093689441681,0.9781365990638733,0.10331374406814575,0.979139506816864,0.09356135129928589,0.9878647923469543,0.06158434972167015
18,0.006587166804820299,0.9997687339782715,0.0014636520063504577,0.9998018145561218,0.0013207683805376291,0.9997687339782715,0.0014767394168302417,0.9993723630905151,0.0023260079324245453,0.4260812997817993,0.9728211760520935,0.16895708441734314,0.9787383675575256,0.10640693455934525,0.9796409606933594,0.09192462265491486,0.9884665608406067,0.05879269167780876
19,0.005617115646600723,0.9998348355293274,0.0011878510704264045,0.9999008774757385,0.0009940044255927205,0.9995705485343933,0.0019549974240362644,0.9997687339782715,0.0014802607474848628,0.3873923718929291,0.9784374833106995,0.10634864866733551,0.9776351451873779,0.11120371520519257,0.9793400764465332,0.10732277482748032,0.9890682697296143,0.06251725554466248
20,0.0042074378579854965,0.9999339580535889,0.0008775880560278893,0.9998348355293274,0.001037503476254642,0.9997357130050659,0.0012514438712969422,0.9998348355293274,0.0010409003589302301,0.33717474341392517,0.9802427291870117,0.09390529990196228,0.9789389371871948,0.0996130034327507,0.9813458919525146,0.09132197499275208,0.9908735156059265,0.0523345023393631
21,0.0025562450755387545,1.0,0.000618430320173502,0.9999339580535889,0.0006828309851698577,0.9999669790267944,0.000710683292709291,0.9999669790267944,0.0005443008849397302,0.33552733063697815,0.9800420999526978,0.09516038745641708,0.9793400764465332,0.09843658655881882,0.9810450077056885,0.09020166844129562,0.9906729459762573,0.051728662103414536
22,0.0022431618999689817,0.9999669790267944,0.0006765098660252988,1.0,0.0005216902936808765,1.0,0.0005813367897644639,0.9999669790267944,0.00046362547436729074,0.33727213740348816,0.9796409606933594,0.09808608889579773,0.9795406460762024,0.09832696616649628,0.9810450077056885,0.08986315131187439,0.9906729459762573,0.05099578946828842
23,0.002061354462057352,1.0,0.0005990538047626615,1.0,0.000500810390803963,1.0,0.000516870990395546,1.0,0.00044461950892582536,0.33583641052246094,0.9797412753105164,0.09810133278369904,0.9798415303230286,0.09779801964759827,0.9808444380760193,0.08946120738983154,0.9907732605934143,0.05047576129436493
